,연월,customer_id,count_0,count_1,name,class,gender,start_date,end_date,campaign_id,is_deleted,class_name,price,campaign_name,mean,median,max,min,routine_flg,calc_date,membership_period,exit_date
6043,201806,TS682265,9,7.0,,,,,,,,,,,,,,,,,,
6044,201806,TS685717,2,4.0,,,,,,,,,,,,,,,,,,
6045,201806,TS695571,4,6.0,,,,,,,,,,,,,,,,,,
6046,201806,TS702807,3,6.0,,,,,,,,,,,,,,,,,,
6047,201806,TS703441,9,8.0,,,,,,,,,,,,,,,,,,
6048,201806,TS707101,3,9.0,,,,,,,,,,,,,,,,,,
6049,201806,TS711304,9,8.0,,,,,,,,,,,,,,,,,,
6050,201806,TS712143,9,9.0,,,,,,,,,,,,,,,,,,
6051,201806,TS714045,6,6.0,,,,,,,,,,,,,,,,,,
6052,201806,TS716955,5,9.0,,,,,,,,,,,,,,,,,,
6053,201806,TS717160,5,4.0,,,,,,,,,,,,,,,,,,
6054,201806,TS718154,3,4.0,,,,,,,,,,,,,,,,,,
6055,201806,TS721551,6,1.0,,,,,,,,,,,,,,,,,,
6056,201806,TS722134,4,4.0,,,,,,,,,,,,,,,,,,
6057,201806,TS722194,6,5.0,,,,,,,,,,,,,,,,,,
6058,201806,TS726881,7,,,,,,,,,,,,,,,,,,,
6059,201806,TS727656,5,7.0,,,,,,,,,,,,,,,,,,
6060,201806,TS731637,7,10.0,,,,,,,,,,,,,,,,,,
6061,201806,TS735605,5,4.0,,,,,,,,,,,,,,,,,,
6062,201806,TS736914,7,9.0,,,,,,,,,,,,,,,,,,
6063,201806,TS740757,4,9.0,,,,,,,,,,,,,,,,,,
6064,201806,TS744630,6,8.0,,,,,,,,,,,,,,,,,,
6065,201806,TS749639,5,7.0,,,,,,,,,,,,,,,,,,
6066,201806,TS752925,7,,,,,,,,,,,,,,,,,,,
6067,201806,TS753554,5,6.0,,,,,,,,,,,,,,,,,,
6068,201806,TS760331,3,6.0,,,,,,,,,,,,,,,,,,
6069,201806,TS761925,7,5.0,,,,,,,,,,,,,,,,,,
6070,201806,TS763203,7,11.0,,,,,,,,,,,,,,,,,,
6071,201806,TS768279,6,4.0,,,,,,,,,,,,,,,,,,
6072,201806,TS782287,1,2.0,,,,,,,,,,,,,,,,,,
6073,201806,TS783835,7,7.0,,,,,,,,,,,,,,,,,,
6074,201806,TS784450,7,8.0,,,,,,,,,,,,,,,,,,
6075,201806,TS789849,4,5.0,,,,,,,,,,,,,,,,,,
6076,201806,TS791664,7,4.0,,,,,,,,,,,,,,,,,,
6077,201806,TS794667,7,3.0,,,,,,,,,,,,,,,,,,
6078,201806,TS796460,9,,,,,,,,,,,,,,,,,,,
6079,201806,TS797358,7,5.0,,,,,,,,,,,,,,,,,,
6080,201806,TS798789,5,5.0,,,,,,,,,,,,,,,,,,
6081,201806,TS800913,9,7.0,,,,,,,,,,,,,,,,,,
6082,201806,TS803328,5,6.0,,,,,,,,,,,,,,,,,,
6083,201806,TS803730,5,5.0,,,,,,,,,,,,,,,,,,
6084,201806,TS805246,3,3.0,XXXXX,C02,F,2018-03-01,2018-07-31,CA1,1.0,주간,7500.0,일반,3.75,3.5,5.0,3.0,0.0,2018-07-31,4.0,2018-06-30 00:00:00
6085,201806,TS806267,7,4.0,,,,,,,,,,,,,,,,,,
6086,201806,TS807008,3,2.0,,,,,,,,,,,,,,,,,,
6087,201806,TS808526,9,7.0,,,,,,,,,,,,,,,,,,
6088,201806,TS810276,8,8.0,,,,,,,,,,,,,,,,,,
6089,201806,TS810881,5,10.0,,,,,,,,,,,,,,,,,,
6090,201806,TS814460,7,5.0,,,,,,,,,,,,,,,,,,
6091,201806,TS816344,5,5.0,,,,,,,,,,,,,,,,,,
6092,201806,TS821125,6,5.0,,,,,,,,,,,,,,,,,,
6093,201806,TS828794,5,2.0,,,,,,,,,,,,,,,,,,
6094,201806,TS830686,5,5.0,,,,,,,,,,,,,,,,,,
6095,201806,TS832330,5,5.0,,,,,,,,,,,,,,,,,,
6096,201806,TS832950,7,8.0,,,,,,,,,,,,,,,,,,
6097,201806,TS837282,4,3.0,,,,,,,,,,,,,,,,,,
6098,201806,TS837650,7,8.0,,,,,,,,,,,,,,,,,,
6099,201806,TS838496,9,7.0,,,,,,,,,,,,,,,,,,
6100,201806,TS841911,5,4.0,,,,,,,,,,,,,,,,,,
6101,201806,TS842244,4,9.0,,,,,,,,,,,,,,,,,,
6102,201806,TS842808,5,4.0,,,,,,,,,,,,,,,,,,
6103,201806,TS844505,4,7.0,,,,,,,,,,,,,,,,,,
6104,201806,TS848093,7,7.0,,,,,,,,,,,,,,,,,,
6105,201806,TS849234,4,4.0,,,,,,,,,,,,,,,,,,
6106,201806,TS849376,6,3.0,,,,,,,,,,,,,,,,,,
6107,201806,TS853020,1,3.0,,,,,,,,,,,,,,,,,,
6108,201806,TS859365,5,6.0,,,,,,,,,,,,,,,,,,
6109,201806,TS860353,7,4.0,,,,,,,,,,,,,,,,,,
6110,201806,TS861244,4,5.0,,,,,,,,,,,,,,,,,,
6111,201806,TS861788,5,2.0,,,,,,,,,,,,,,,,,,
6112,201806,TS864496,3,8.0,,,,,,,,,,,,,,,,,,
6113,201806,TS870228,7,6.0,,,,,,,,,,,,,,,,,,
6114,201806,TS871110,9,8.0,,,,,,,,,,,,,,,,,,
6115,201806,TS875601,7,10.0,,,,,,,,,,,,,,,,,,
6116,201806,TS877962,6,8.0,,,,,,,,,,,,,,,,,,
6117,201806,TS882329,6,3.0,,,,,,,,,,,,,,,,,,
6118,201806,TS883038,6,4.0,,,,,,,,,,,,,,,,,,
6119,201806,TS884681,3,4.0,,,,,,,,,,,,,,,,,,
6120,201806,TS885968,8,6.0,,,,,,,,,,,,,,,,,,
6121,201806,TS886985,7,4.0,,,,,,,,,,,,,,,,,,
6122,201806,TS887795,7,6.0,,,,,,,,,,,,,,,,,,
6123,201806,TS894938,7,6.0,,,,,,,,,,,,,,,,,,
6124,201806,TS895361,8,4.0,,,,,,,,,,,,,,,,,,
6125,201806,TS904692,5,6.0,,,,,,,,,,,,,,,,,,
6126,201806,TS910887,9,,,,,,,,,,,,,,,,,,,
6127,201806,TS913591,7,6.0,,,,,,,,,,,,,,,,,,
6128,201806,TS917520,8,8.0,,,,,,,,,,,,,,,,,,
6129,201806,TS919144,3,3.0,,,,,,,,,,,,,,,,,,
6130,201806,TS921837,9,,,,,,,,,,,,,,,,,,,
6131,201806,TS922639,5,5.0,,,,,,,,,,,,,,,,,,
6132,201806,TS922944,4,5.0,,,,,,,,,,,,,,,,,,
6133,201806,TS925945,4,3.0,,,,,,,,,,,,,,,,,,
6134,201806,TS931749,9,8.0,,,,,,,,,,,,,,,,,,
6135,201806,TS932607,2,5.0,,,,,,,,,,,,,,,,,,
6136,201806,TS935837,6,7.0,,,,,,,,,,,,,,,,,,
6137,201806,TS937124,7,5.0,,,,,,,,,,,,,,,,,,
6138,201806,TS938383,3,5.0,,,,,,,,,,,,,,,,,,
6139,201806,TS938916,6,4.0,,,,,,,,,,,,,,,,,,
6140,201806,TS941110,7,10.0,,,,,,,,,,,,,,,,,,
6141,201806,TS942640,5,9.0,XXXXX,C02,F,2018-05-06,2018-07-31,CA2,1.0,주간,7500.0,입회비반액할인,6.0,5.0,9.0,4.0,0.0,2018-07-31,2.0,2018-06-30 00:00:00
6142,201806,TS945284,4,4.0,,,,,,,,,,,,,,,,,,
6143,201806,TS948747,6,5.0,,,,,,,,,,,,,,,,,,
6144,201806,TS949361,10,,,,,,,,,,,,,,,,,,,
6145,201806,TS952924,6,6.0,,,,,,,,,,,,,,,,,,
6146,201806,TS953790,8,10.0,,,,,,,,,,,,,,,,,,
6147,201806,TS957381,3,7.0,,,,,,,,,,,,,,,,,,
6148,201806,TS959147,3,5.0,,,,,,,,,,,,,,,,,,
6149,201806,TS959961,5,5.0,,,,,,,,,,,,,,,,,,
6150,201806,TS963437,4,5.0,,,,,,,,,,,,,,,,,,
6151,201806,TS964483,9,,,,,,,,,,,,,,,,,,,
6152,201806,TS966353,2,7.0,,,,,,,,,,,,,,,,,,
6153,201806,TS969622,6,7.0,,,,,,,,,,,,,,,,,,
6154,201806,TS972175,8,8.0,,,,,,,,,,,,,,,,,,
6155,201806,TS973306,2,4.0,XX,C01,M,2017-07-01,2018-07-31,CA2,1.0,종일,10500.0,입회비반액할인,2.75,3.0,4.0,1.0,1.0,2018-07-31,12.0,2018-06-30 00:00:00
6156,201806,TS974079,7,6.0,,,,,,,,,,,,,,,,,,
6157,201806,TS975153,3,5.0,,,,,,,,,,,,,,,,,,
6158,201806,TS977703,7,4.0,,,,,,,,,,,,,,,,,,
6159,201806,TS982817,6,7.0,,,,,,,,,,,,,,,,,,
6160,201806,TS989364,8,8.0,,,,,,,,,,,,,,,,,,
6161,201806,TS989482,4,7.0,,,,,,,,,,,,,,,,,,
6162,201806,TS993439,3,10.0,,,,,,,,,,,,,,,,,,
6163,201806,TS995299,2,7.0,,,,,,,,,,,,,,,,,,
6164,201806,TS999079,6,5.0,,,,,,,,,,,,,,,,,,
6165,201806,TS999231,1,4.0,,,,,,,,,,,,,,,,,,
6166,201806,TS999855,6,3.0,,,,,,,,,,,,,,,,,,
6167,201807,AS002855,5,5.0,,,,,,,,,,,,,,,,,,
6168,201807,AS008805,7,8.0,,,,,,,,,,,,,,,,,,
6169,201807,AS009373,7,4.0,,,,,,,,,,,,,,,,,,
6170,201807,AS015233,5,7.0,,,,,,,,,,,,,,,,,,
6171,201807,AS015315,6,3.0,,,,,,,,,,,,,,,,,,
6172,201807,AS015739,8,6.0,,,,,,,,,,,,,,,,,,
6173,201807,AS015746,3,2.0,XXXXX,C01,M,2017-12-01,2018-08-31,CA3,1.0,종일,10500.0,입회비무료,2.6,3.0,4.0,1.0,0.0,2018-08-31,8.0,2018-07-31 00:00:00
6174,201807,AS019860,4,6.0,,,,,,,,,,,,,,,,,,
6175,201807,AS024181,3,4.0,,,,,,,,,,,,,,,,,,
6176,201807,AS025956,7,6.0,,,,,,,,,,,,,,,,,,
6177,201807,AS029624,7,5.0,,,,,,,,,,,,,,,,,,
6178,201807,AS031206,7,5.0,,,,,,,,,,,,,,,,,,
6179,201807,AS036678,5,8.0,,,,,,,,,,,,,,,,,,
6180,201807,AS038564,2,4.0,,,,,,,,,,,,,,,,,,
6181,201807,AS040841,5,4.0,,,,,,,,,,,,,,,,,,
6182,201807,AS040860,6,8.0,,,,,,,,,,,,,,,,,,
6183,201807,AS046594,10,8.0,,,,,,,,,,,,,,,,,,
6184,201807,AS047907,4,5.0,XXX,C01,M,2016-10-01,2018-08-31,CA1,1.0,종일,10500.0,일반,4.0,4.0,5.0,3.0,1.0,2018-08-31,22.0,2018-07-31 00:00:00
6185,201807,AS055659,8,10.0,,,,,,,,,,,,,,,,,,
6186,201807,AS057808,5,2.0,,,,,,,,,,,,,,,,,,
6187,201807,AS058623,6,5.0,,,,,,,,,,,,,,,,,,
6188,201807,AS060041,6,8.0,,,,,,,,,,,,,,,,,,
6189,201807,AS062717,8,,,,,,,,,,,,,,,,,,,
6190,201807,AS065870,8,4.0,,,,,,,,,,,,,,,,,,
6191,201807,AS067995,2,6.0,XXXX,C03,M,2018-05-06,2018-08-31,CA2,1.0,야간,6000.0,입회비반액할인,5.25,5.0,9.0,2.0,1.0,2018-08-31,3.0,2018-07-31 00:00:00
6192,201807,AS069263,2,2.0,,,,,,,,,,,,,,,,,,
6193,201807,AS069821,2,6.0,,,,,,,,,,,,,,,,,,
6194,201807,AS070625,7,7.0,,,,,,,,,,,,,,,,,,
6195,201807,AS071660,7,2.0,,,,,,,,,,,,,,,,,,
6196,201807,AS073168,6,7.0,,,,,,,,,,,,,,,,,,
6197,201807,AS073285,4,8.0,,,,,,,,,,,,,,,,,,
6198,201807,AS077151,4,4.0,,,,,,,,,,,,,,,,,,
6199,201807,AS080039,2,4.0,,,,,,,,,,,,,,,,,,
6200,201807,AS082596,6,8.0,,,,,,,,,,,,,,,,,,
6201,201807,AS092144,8,6.0,,,,,,,,,,,,,,,,,,
6202,201807,AS098763,3,7.0,,,,,,,,,,,,,,,,,,
6203,201807,AS099118,4,2.0,,,,,,,,,,,,,,,,,,
6204,201807,AS099984,5,4.0,,,,,,,,,,,,,,,,,,
6205,201807,AS100947,7,8.0,,,,,,,,,,,,,,,,,,
6206,201807,AS105107,4,5.0,,,,,,,,,,,,,,,,,,
6207,201807,AS107662,7,5.0,,,,,,,,,,,,,,,,,,
6208,201807,AS108195,6,3.0,,,,,,,,,,,,,,,,,,
6209,201807,AS108507,9,5.0,,,,,,,,,,,,,,,,,,
6210,201807,AS113826,2,6.0,,,,,,,,,,,,,,,,,,
6211,201807,AS115149,7,7.0,,,,,,,,,,,,,,,,,,
6212,201807,AS115629,7,,,,,,,,,,,,,,,,,,,
6213,201807,AS116472,7,7.0,,,,,,,,,,,,,,,,,,
6214,201807,AS123220,5,5.0,,,,,,,,,,,,,,,,,,
6215,201807,AS124354,7,5.0,,,,,,,,,,,,,,,,,,
6216,201807,AS131358,3,5.0,,,,,,,,,,,,,,,,,,
6217,201807,AS132988,5,5.0,,,,,,,,,,,,,,,,,,
6218,201807,AS136184,8,6.0,,,,,,,,,,,,,,,,,,
6219,201807,AS137764,5,5.0,,,,,,,,,,,,,,,,,,
6220,201807,AS141460,3,7.0,,,,,,,,,,,,,,,,,,
6221,201807,AS147485,5,6.0,,,,,,,,,,,,,,,,,,
6222,201807,AS152185,5,6.0,,,,,,,,,,,,,,,,,,
6223,201807,AS157629,2,6.0,XXXX,C03,F,2017-10-01,2018-08-31,CA1,1.0,야간,6000.0,일반,3.2,3.0,6.0,2.0,1.0,2018-08-31,10.0,2018-07-31 00:00:00
6224,201807,AS158438,2,7.0,,,,,,,,,,,,,,,,,,
6225,201807,AS161071,8,8.0,,,,,,,,,,,,,,,,,,
6226,201807,AS163543,7,8.0,,,,,,,,,,,,,,,,,,
6227,201807,AS170379,8,5.0,,,,,,,,,,,,,,,,,,
6228,201807,AS171842,3,8.0,,,,,,,,,,,,,,,,,,
6229,201807,AS171994,6,5.0,,,,,,,,,,,,,,,,,,
6230,201807,AS174345,5,5.0,,,,,,,,,,,,,,,,,,
6231,201807,AS175707,7,7.0,,,,,,,,,,,,,,,,,,
6232,201807,AS183155,2,5.0,,,,,,,,,,,,,,,,,,
6233,201807,AS185951,3,7.0,,,,,,,,,,,,,,,,,,
6234,201807,AS186727,7,5.0,,,,,,,,,,,,,,,,,,
6235,201807,AS189336,2,4.0,XXXXX,C02,F,2018-03-01,2018-08-31,CA1,1.0,주간,7500.0,일반,3.2,2.0,7.0,1.0,0.0,2018-08-31,5.0,2018-07-31 00:00:00
6236,201807,AS190883,5,8.0,,,,,,,,,,,,,,,,,,
6237,201807,AS193568,8,7.0,,,,,,,,,,,,,,,,,,
6238,201807,AS194595,3,4.0,,,,,,,,,,,,,,,,,,
6239,201807,AS195052,4,3.0,,,,,,,,,,,,,,,,,,
6240,201807,AS196653,8,5.0,,,,,,,,,,,,,,,,,,
6241,201807,AS197200,9,6.0,,,,,,,,,,,,,,,,,,
6242,201807,AS200286,6,6.0,,,,,,,,,,,,,,,,,,
6243,201807,AS207011,3,8.0,,,,,,,,,,,,,,,,,,
6244,201807,AS210576,6,,,,,,,,,,,,,,,,,,,
6245,201807,AS210846,5,4.0,,,,,,,,,,,,,,,,,,
6246,201807,AS211705,5,5.0,,,,,,,,,,,,,,,,,,
6247,201807,AS211927,4,5.0,,,,,,,,,,,,,,,,,,
6248,201807,AS212132,7,6.0,,,,,,,,,,,,,,,,,,
6249,201807,AS212221,7,9.0,,,,,,,,,,,,,,,,,,
6250,201807,AS217722,8,7.0,,,,,,,,,,,,,,,,,,
6251,201807,AS218636,7,5.0,,,,,,,,,,,,,,,,,,
6252,201807,AS220726,3,10.0,,,,,,,,,,,,,,,,,,
6253,201807,AS220894,1,2.0,,,,,,,,,,,,,,,,,,
6254,201807,AS227898,3,2.0,,,,,,,,,,,,,,,,,,
6255,201807,AS235724,6,8.0,,,,,,,,,,,,,,,,,,
6256,201807,AS237205,7,9.0,,,,,,,,,,,,,,,,,,
6257,201807,AS240190,4,6.0,,,,,,,,,,,,,,,,,,
6258,201807,AS240586,10,6.0,,,,,,,,,,,,,,,,,,
6259,201807,AS247467,7,9.0,,,,,,,,,,,,,,,,,,
6260,201807,AS248090,4,6.0,,,,,,,,,,,,,,,,,,
6261,201807,AS248948,6,5.0,,,,,,,,,,,,,,,,,,
6262,201807,AS251112,6,4.0,,,,,,,,,,,,,,,,,,
6263,201807,AS251169,5,8.0,,,,,,,,,,,,,,,,,,
6264,201807,AS251921,10,,,,,,,,,,,,,,,,,,,
6265,201807,AS256239,3,5.0,,,,,,,,,,,,,,,,,,
6266,201807,AS258098,3,5.0,,,,,,,,,,,,,,,,,,
6267,201807,AS259792,4,1.0,,,,,,,,,,,,,,,,,,
6268,201807,AS272193,3,6.0,,,,,,,,,,,,,,,,,,
6269,201807,AS273414,7,5.0,,,,,,,,,,,,,,,,,,
6270,201807,AS275166,2,2.0,,,,,,,,,,,,,,,,,,
6271,201807,AS275287,3,4.0,,,,,,,,,,,,,,,,,,
6272,201807,AS275753,6,5.0,,,,,,,,,,,,,,,,,,
6273,201807,AS280744,4,4.0,,,,,,,,,,,,,,,,,,
6274,201807,AS280969,8,8.0,,,,,,,,,,,,,,,,,,
6275,201807,AS282618,4,5.0,,,,,,,,,,,,,,,,,,
6276,201807,AS288339,6,6.0,,,,,,,,,,,,,,,,,,
6277,201807,AS288569,6,5.0,,,,,,,,,,,,,,,,,,
6278,201807,AS294655,2,4.0,,,,,,,,,,,,,,,,,,
6279,201807,AS297966,8,5.0,,,,,,,,,,,,,,,,,,
6280,201807,AS299544,3,4.0,,,,,,,,,,,,,,,,,,
6281,201807,AS303294,5,6.0,,,,,,,,,,,,,,,,,,
6282,201807,AS305652,6,9.0,,,,,,,,,,,,,,,,,,
6283,201807,AS309101,3,4.0,,,,,,,,,,,,,,,,,,
6284,201807,AS311628,6,6.0,,,,,,,,,,,,,,,,,,
6285,201807,AS319907,8,8.0,,,,,,,,,,,,,,,,,,
6286,201807,AS320552,5,4.0,,,,,,,,,,,,,,,,,,
6287,201807,AS321794,4,1.0,,,,,,,,,,,,,,,,,,
6288,201807,AS335390,4,7.0,,,,,,,,,,,,,,,,,,
6289,201807,AS339451,6,3.0,,,,,,,,,,,,,,,,,,
6290,201807,AS342526,7,5.0,,,,,,,,,,,,,,,,,,
6291,201807,AS345469,6,5.0,,,,,,,,,,,,,,,,,,
6292,201807,AS345508,3,6.0,,,,,,,,,,,,,,,,,,
6293,201807,AS346579,4,3.0,,,,,,,,,,,,,,,,,,
6294,201807,AS347139,12,,XXXXXX,C01,F,2018-07-07,2018-08-31,CA1,1.0,종일,10500.0,일반,7.0,7.0,12.0,2.0,1.0,2018-08-31,1.0,2018-07-31 00:00:00
6295,201807,AS351574,1,6.0,,,,,,,,,,,,,,,,,,
6296,201807,AS352209,6,5.0,,,,,,,,,,,,,,,,,,
6297,201807,AS353422,6,4.0,,,,,,,,,,,,,,,,,,
6298,201807,AS355842,10,,,,,,,,,,,,,,,,,,,
6299,201807,AS356812,4,4.0,,,,,,,,,,,,,,,,,,
6300,201807,AS359364,5,5.0,,,,,,,,,,,,,,,,,,
6301,201807,AS365290,6,7.0,,,,,,,,,,,,,,,,,,
6302,201807,AS369194,5,5.0,,,,,,,,,,,,,,,,,,
6303,201807,AS369418,4,4.0,,,,,,,,,,,,,,,,,,
6304,201807,AS371310,4,6.0,,,,,,,,,,,,,,,,,,
6305,201807,AS374280,7,4.0,,,,,,,,,,,,,,,,,,
6306,201807,AS377637,4,5.0,,,,,,,,,,,,,,,,,,
6307,201807,AS385315,7,9.0,,,,,,,,,,,,,,,,,,
6308,201807,AS386696,2,3.0,,,,,,,,,,,,,,,,,,
6309,201807,AS388908,5,5.0,,,,,,,,,,,,,,,,,,
6310,201807,AS390441,6,9.0,,,,,,,,,,,,,,,,,,
6311,201807,AS394423,5,5.0,,,,,,,,,,,,,,,,,,
6312,201807,AS399435,5,2.0,,,,,,,,,,,,,,,,,,
6313,201807,AS404195,3,6.0,,,,,,,,,,,,,,,,,,
6314,201807,AS404579,5,5.0,,,,,,,,,,,,,,,,,,
6315,201807,AS409779,8,6.0,,,,,,,,,,,,,,,,,,
6316,201807,AS410205,5,4.0,,,,,,,,,,,,,,,,,,
6317,201807,AS412668,8,10.0,,,,,,,,,,,,,,,,,,
6318,201807,AS418314,3,5.0,,,,,,,,,,,,,,,,,,
6319,201807,AS421462,5,5.0,,,,,,,,,,,,,,,,,,
6320,201807,AS428439,5,2.0,,,,,,,,,,,,,,,,,,
6321,201807,AS430089,4,3.0,,,,,,,,,,,,,,,,,,
6322,201807,AS430563,5,2.0,,,,,,,,,,,,,,,,,,
6323,201807,AS435092,3,1.0,,,,,,,,,,,,,,,,,,
6324,201807,AS436928,5,4.0,,,,,,,,,,,,,,,,,,
6325,201807,AS453084,7,10.0,,,,,,,,,,,,,,,,,,
6326,201807,AS453157,7,4.0,,,,,,,,,,,,,,,,,,
6327,201807,AS453778,6,7.0,,,,,,,,,,,,,,,,,,
6328,201807,AS454149,7,3.0,,,,,,,,,,,,,,,,,,
6329,201807,AS458614,6,6.0,,,,,,,,,,,,,,,,,,
6330,201807,AS460177,3,5.0,,,,,,,,,,,,,,,,,,
6331,201807,AS460629,6,,,,,,,,,,,,,,,,,,,
6332,201807,AS460655,5,6.0,,,,,,,,,,,,,,,,,,
6333,201807,AS462796,7,6.0,,,,,,,,,,,,,,,,,,
6334,201807,AS462883,5,3.0,,,,,,,,,,,,,,,,,,
6335,201807,AS462973,2,6.0,,,,,,,,,,,,,,,,,,
6336,201807,AS466656,5,5.0,,,,,,,,,,,,,,,,,,
6337,201807,AS467237,5,5.0,,,,,,,,,,,,,,,,,,
6338,201807,AS467683,6,5.0,,,,,,,,,,,,,,,,,,
6339,201807,AS468297,3,1.0,,,,,,,,,,,,,,,,,,
6340,201807,AS470817,5,5.0,,,,,,,,,,,,,,,,,,
6341,201807,AS471761,7,8.0,,,,,,,,,,,,,,,,,,
6342,201807,AS472959,6,10.0,,,,,,,,,,,,,,,,,,
6343,201807,AS473535,3,3.0,,,,,,,,,,,,,,,,,,
6344,201807,AS475839,10,8.0,,,,,,,,,,,,,,,,,,
6345,201807,AS476267,4,5.0,,,,,,,,,,,,,,,,,,
6346,201807,AS484367,7,,,,,,,,,,,,,,,,,,,
6347,201807,AS488509,5,6.0,,,,,,,,,,,,,,,,,,
6348,201807,AS491747,5,7.0,,,,,,,,,,,,,,,,,,
6349,201807,AS494168,6,10.0,,,,,,,,,,,,,,,,,,
6350,201807,AS495117,6,3.0,,,,,,,,,,,,,,,,,,
6351,201807,AS499352,7,5.0,,,,,,,,,,,,,,,,,,
6352,201807,AS499893,3,3.0,,,,,,,,,,,,,,,,,,
6353,201807,AS501123,5,8.0,,,,,,,,,,,,,,,,,,
6354,201807,AS502510,4,2.0,XX,C02,F,2018-04-12,2018-08-31,CA3,1.0,주간,7500.0,입회비무료,4.4,4.0,8.0,2.0,0.0,2018-08-31,4.0,2018-07-31 00:00:00
6355,201807,AS506797,3,6.0,,,,,,,,,,,,,,,,,,
6356,201807,AS509237,2,4.0,,,,,,,,,,,,,,,,,,
6357,201807,AS512827,1,3.0,,,,,,,,,,,,,,,,,,
6358,201807,AS515526,6,5.0,,,,,,,,,,,,,,,,,,
6359,201807,AS515541,6,9.0,,,,,,,,,,,,,,,,,,
6360,201807,AS515861,2,2.0,XXXXX,C03,M,2016-11-01,2018-08-31,CA1,1.0,야간,6000.0,일반,3.0,2.0,6.0,2.0,1.0,2018-08-31,21.0,2018-07-31 00:00:00
6361,201807,AS516140,4,6.0,,,,,,,,,,,,,,,,,,
6362,201807,AS516396,5,5.0,,,,,,,,,,,,,,,,,,
6363,201807,AS517285,9,,,,,,,,,,,,,,,,,,,
6364,201807,AS518169,5,3.0,,,,,,,,,,,,,,,,,,
6365,201807,AS529972,2,1.0,,,,,,,,,,,,,,,,,,
6366,201807,AS531034,7,8.0,,,,,,,,,,,,,,,,,,
6367,201807,AS534058,6,5.0,,,,,,,,,,,,,,,,,,
6368,201807,AS535481,3,4.0,,,,,,,,,,,,,,,,,,
6369,201807,AS546422,4,10.0,,,,,,,,,,,,,,,,,,
6370,201807,AS546865,4,6.0,,,,,,,,,,,,,,,,,,
6371,201807,AS547635,9,7.0,,,,,,,,,,,,,,,,,,
6372,201807,AS548544,9,9.0,,,,,,,,,,,,,,,,,,
6373,201807,AS549090,7,,,,,,,,,,,,,,,,,,,
6374,201807,AS550302,9,7.0,,,,,,,,,,,,,,,,,,
6375,201807,AS552198,7,3.0,,,,,,,,,,,,,,,,,,
6376,201807,AS554975,4,8.0,,,,,,,,,,,,,,,,,,
6377,201807,AS557018,4,7.0,,,,,,,,,,,,,,,,,,
6378,201807,AS563124,7,5.0,,,,,,,,,,,,,,,,,,
6379,201807,AS568468,8,,,,,,,,,,,,,,,,,,,
6380,201807,AS569518,5,6.0,,,,,,,,,,,,,,,,,,
6381,201807,AS571298,5,2.0,,,,,,,,,,,,,,,,,,
6382,201807,AS574816,2,5.0,,,,,,,,,,,,,,,,,,
6383,201807,AS575508,3,3.0,,,,,,,,,,,,,,,,,,
6384,201807,AS575700,2,2.0,,,,,,,,,,,,,,,,,,
6385,201807,AS577195,7,,,,,,,,,,,,,,,,,,,
6386,201807,AS580776,4,5.0,,,,,,,,,,,,,,,,,,
6387,201807,AS581751,8,7.0,,,,,,,,,,,,,,,,,,
6388,201807,AS582607,6,2.0,,,,,,,,,,,,,,,,,,
6389,201807,AS584134,2,5.0,,,,,,,,,,,,,,,,,,
6390,201807,AS584189,5,4.0,,,,,,,,,,,,,,,,,,
6391,201807,AS586641,3,4.0,XXX,C01,M,2017-08-01,2018-08-31,CA2,1.0,종일,10500.0,입회비반액할인,3.6,4.0,4.0,3.0,1.0,2018-08-31,12.0,2018-07-31 00:00:00
6392,201807,AS587750,9,5.0,,,,,,,,,,,,,,,,,,
6393,201807,AS588076,6,5.0,,,,,,,,,,,,,,,,,,
6394,201807,AS588186,1,5.0,,,,,,,,,,,,,,,,,,
6395,201807,AS589687,7,9.0,,,,,,,,,,,,,,,,,,
6396,201807,AS594062,2,1.0,,,,,,,,,,,,,,,,,,
6397,201807,AS603613,3,3.0,,,,,,,,,,,,,,,,,,
6398,201807,AS609865,10,11.0,,,,,,,,,,,,,,,,,,
6399,201807,AS611649,7,,,,,,,,,,,,,,,,,,,
6400,201807,AS614406,3,6.0,,,,,,,,,,,,,,,,,,
6401,201807,AS614421,6,5.0,,,,,,,,,,,,,,,,,,
6402,201807,AS618299,8,11.0,,,,,,,,,,,,,,,,,,
6403,201807,AS621407,6,5.0,,,,,,,,,,,,,,,,,,
6404,201807,AS621552,8,2.0,,,,,,,,,,,,,,,,,,
6405,201807,AS622023,5,3.0,,,,,,,,,,,,,,,,,,
6406,201807,AS625761,4,8.0,,,,,,,,,,,,,,,,,,
6407,201807,AS625883,6,5.0,,,,,,,,,,,,,,,,,,
6408,201807,AS627304,7,11.0,,,,,,,,,,,,,,,,,,
6409,201807,AS628460,6,4.0,,,,,,,,,,,,,,,,,,
6410,201807,AS628722,6,4.0,,,,,,,,,,,,,,,,,,
6411,201807,AS632327,8,7.0,,,,,,,,,,,,,,,,,,
6412,201807,AS634661,6,4.0,,,,,,,,,,,,,,,,,,
6413,201807,AS636570,5,7.0,,,,,,,,,,,,,,,,,,
6414,201807,AS637476,3,5.0,,,,,,,,,,,,,,,,,,
6415,201807,AS639549,3,5.0,,,,,,,,,,,,,,,,,,
6416,201807,AS642796,4,6.0,,,,,,,,,,,,,,,,,,
